COD_CLIENTE;CANAL_VENDA;COD_CUPOM;DATA_VENDA;IMPOSTO_VENDA;QUANTIDADE_VENDA;VALOR_VENDA;AVALIACAO_ATENDIMENTO;ANO_MES;NPS_TIPO
40353928;4300;04 00220001020111;16/03/2025;19,24;1;24,8;7;2025-03;Neutro
38838082;4600;04 02170002310571;25/01/2025;19,18;1;74,99;8;2025-01;Neutro
39717912;1000;04 01410000050534;21/02/2025;-8,64;-1;-34,99;3;2025-02;Detrator
39780123;3000;04 01140003714571;24/02/2025;45,3;1;238,4;6;2025-02;Detrator
39512745;1000;04 0170000038883101;27/01/2025;12,66;1;46,99;2;2025-01;Detrator
39561960;1000;04 0272000011252103;02/01/2025;5,64;1;18,99;1;2025-01;Detrator
39885006;1000;04 0212000010935103;11/03/2025;3,33;1;12,99;3;2025-03;Detrator
39389556;4600;04 01520000748491;04/03/2025;0,92;1;3,76;7;2025-03;Neutro
32575499;1000;04 0183000057265104;09/03/2025;17,4;1;67,99;1;2025-03;Detrator
39152315;3000;04 01760000345601;10/04/2025;26,09;1;282,05;9;2025-04;Promotor
39373561;1000;04 0250000020016104;31/03/2025;0,74;1;7,99;4;2025-03;Detrator
39991719;3000;04 01370001773291;04/03/2025;9,91;1;107,09;6;2025-03;Detrator
40305578;3000;04 02100001636271;19/01/2025;3,91;1;42,29;3;2025-01;Detrator
40575474;2000;04 00140061359101;12/03/2025;4,44;1;34,45;5;2025-03;Detrator
39165507;1000;04 0103000030011103;09/01/2025;2,77;1;11,25;7;2025-01;Neutro
39574677;4100;04 00830002247761;11/02/2025;15,52;1;167,8;8;2025-02;Neutro
39441892;1000;04 0146000082353105;05/01/2025;5,76;1;20,99;3;2025-01;Detrator
40061722;1000;04 0250000041949101;23/02/2025;1,78;2;19,2;3;2025-02;Detrator
37701300;2001;04 00140060008661;24/01/2025;49,13;1;314,9;10;2025-01;Promotor
40566191;3000;04 01450000068501;23/03/2025;16,77;1;181,34;8;2025-03;Neutro
40358377;3000;04 01190000702101;17/04/2025;-18,42;-2;-71,98;9;2025-04;Promotor
39962893;3000;04 01560000312151;07/04/2025;4,07;1;44,01;6;2025-04;Detrator
39995797;1000;04 0172000042951104;05/04/2025;36,45;1;132,99;10;2025-04;Promotor
40428363;4500;04 00790002727101;23/04/2025;17,91;1;69,99;7;2025-04;Neutro
40440533;3000;04 01230001566061;17/04/2025;32,87;1;117,99;6;2025-04;Detrator
37701180;2000;04 00140062270231;14/04/2025;14,94;1;95,78;8;2025-04;Neutro
39559270;1000;04 0230000026520104;14/01/2025;0,84;3;9,27;3;2025-01;Detrator
40076236;4300;04 02040001453631;15/03/2025;18,4;1;198,98;4;2025-03;Detrator
39007511;4600;04 02310000436991;05/02/2025;0,57;2;6,24;8;2025-02;Neutro
39428483;1000;04 0113000106392104;09/02/2025;3,78;1;13,99;6;2025-02;Detrator
32575499;1000;04 0183000017513102;01/02/2025;0,3;1;3,29;2;2025-02;Detrator
39326047;4300;04 01890000370461;16/04/2025;32,29;1;255,8;10;2025-04;Promotor
39516966;1000;04 0138000184736101;16/03/2025;4,6;2;18;5;2025-03;Detrator
40177339;4500;04 00310002483451;18/01/2025;2,59;1;27,99;5;2025-01;Detrator
39358423;1000;04 0106000191792103;30/04/2025;6,91;1;27;6;2025-04;Detrator
39121854;1000;04 0200000020205A;19/03/2025;28,12;1;304;10;2025-03;Promotor
39577744;3000;04 01970000548941;12/04/2025;12,73;1;137,69;6;2025-04;Detrator
40322274;3000;04 02940000010141;10/03/2025;33,7;1;127,21;8;2025-03;Neutro
39657012;1000;04 0186000189017103;04/02/2025;14,33;1;55,99;1;2025-02;Detrator
40400466;1000;04 0084000140734101;04/02/2025;7,68;1;29,99;5;2025-02;Detrator
39428740;1000;04 0270000012853102;01/03/2025;0,5;2;5,38;3;2025-03;Detrator
39934173;1000;04 0224000061866101;02/04/2025;9,35;1;100,99;10;2025-04;Promotor
39116651;1000;04 0209000064044101;14/01/2025;2,54;1;27,49;9;2025-01;Promotor
40379201;2000;04 00140060228651;31/01/2025;3,59;1;12,26;8;2025-01;Neutro
40440533;4100;04 01960002129811;26/04/2025;32,61;1;123,4;6;2025-04;Detrator
33078090;4300;04 00690001945151;25/02/2025;3,86;1;21,32;6;2025-02;Detrator
39425415;3000;04 02130001059801;16/01/2025;0,28;1;3,05;1;2025-01;Detrator
39166682;1000;04 0008000480201101;05/03/2025;18,16;1;70,99;7;2025-03;Neutro
40423735;1000;04 0281000001646102;08/03/2025;10,2;1;59,99;3;2025-03;Detrator
37481760;4100;04 00380003235861;04/01/2025;23,58;2;92,14;4;2025-01;Detrator
39165507;3000;04 01030001192321;10/01/2025;1,53;1;8,99;9;2025-01;Promotor
40107426;3000;04 00320001649931;26/02/2025;5,14;1;55,49;6;2025-02;Detrator
39729665;4500;04 01130001931621;04/03/2025;6,82;1;34,99;3;2025-03;Detrator
40114071;3000;04 01040002849481;28/04/2025;7,81;1;84,5;3;2025-04;Detrator
40051481;4600;04 01720001368801;04/01/2025;47,84;1;186,99;8;2025-01;Neutro
38126208;1000;04 0242000037480101;27/02/2025;0,37;1;4;7;2025-02;Neutro
39224669;1000;04 0096000064823107;23/03/2025;6,77;1;24,3;9;2025-03;Promotor
39096567;3000;04 00950001423971;03/02/2025;3,54;1;38,32;8;2025-02;Neutro
38619100;1000;04 0130000055758101;10/02/2025;1,85;1;19,99;9;2025-02;Promotor
40043115;4300;04 00860000758651;23/04/2025;4,25;1;34,71;10;2025-04;Promotor
36161527;4600;04 01590001688061;03/04/2025;3,88;1;41,99;1;2025-04;Detrator
39224669;1000;04 0096000119162101;18/04/2025;1,76;2;6,3;4;2025-04;Detrator
40257770;3000;04 01420001559911;26/03/2025;8,59;1;92,89;5;2025-03;Detrator
37466887;4600;04 02290000815431;12/01/2025;5,73;1;61,99;8;2025-01;Neutro
39621324;1000;04 0210000051652105;09/04/2025;5,92;1;63,99;9;2025-04;Promotor
40141503;4300;04 00080002059541;16/04/2025;28,82;1;190,3;3;2025-04;Detrator
40107426;3000;04 00320001708691;28/04/2025;0,53;2;5,74;9;2025-04;Promotor
39409046;1000;04 0172000015779103;17/03/2025;5,37;1;20,99;3;2025-03;Detrator
39412030;1000;04 0122000131023101;15/02/2025;2,81;1;10,99;5;2025-02;Detrator
39409046;1000;04 0108000171885107;28/01/2025;3,07;1;11,99;7;2025-01;Neutro
39968584;1000;04 0114000210343103;11/04/2025;8,84;1;28,99;6;2025-04;Detrator
39995682;1000;04 0077000160392103;13/01/2025;20,66;1;77,99;10;2025-01;Promotor
39199720;1000;04 0271000043301102;26/02/2025;0;1;2,1;1;2025-02;Detrator
39814201;1000;04 0175000043588103;01/02/2025;17,91;1;69,99;4;2025-02;Detrator
39448136;4100;04 02840000150031;12/02/2025;4,56;1;25,18;1;2025-02;Detrator
39770882;1000;04 0180000061319105;21/02/2025;0,92;1;9,99;2;2025-02;Detrator
61017878;3000;04 01580000933121;26/02/2025;21,06;1;75,64;1;2025-02;Detrator
39866834;1000;04 0043000180091102;13/02/2025;1,82;1;19,69;5;2025-02;Detrator
39224669;1000;04 0096000068985107;25/04/2025;3,79;5;13,59;3;2025-04;Detrator
40129999;3000;04 01470000206211;23/01/2025;3,49;1;37,79;5;2025-01;Detrator
39995356;3000;04 01210000330711;21/02/2025;6,48;1;70,01;5;2025-02;Detrator
40422373;4300;04 02120000149201;26/03/2025;2,94;9;24,21;8;2025-03;Neutro
32575499;1000;04 0183000088650103;23/03/2025;12,03;1;46,99;8;2025-03;Neutro
40226054;3000;04 02460001231241;05/03/2025;2,1;1;7,19;1;2025-03;Detrator
39997968;1000;04 0251000003518103;19/01/2025;3,3;1;14,99;7;2025-01;Neutro
39819563;3000;04 00610004526351;06/04/2025;7,98;1;86,3;9;2025-04;Promotor
40410445;1000;04 0223000013690101;24/02/2025;6,4;1;24,99;2;2025-02;Detrator
40125371;4300;04 00430002368361;26/01/2025;-64,61;-2;-235,8;2;2025-01;Detrator
40131164;3000;04 00510001553801;10/04/2025;-34,01;-2;-367,63;8;2025-04;Neutro
40578480;1000;04 0062000159965102;21/03/2025;9,87;1;35,99;4;2025-03;Detrator
39713943;1000;04 0170000006351A;05/04/2025;4,65;1;50,31;5;2025-04;Detrator
39449867;1000;04 0041000033394105;05/02/2025;27,12;1;105,99;3;2025-02;Detrator
40125371;1000;04 0043000119937103;14/01/2025;0,8;1;2,99;8;2025-01;Neutro
40400466;1000;04 0084000141381101;23/02/2025;6,4;1;24,99;2;2025-02;Detrator
39389074;4300;04 01110001177461;14/03/2025;23,09;1;128,26;10;2025-03;Promotor
39621927;3000;04 00710001158851;16/01/2025;12,97;1;140,21;8;2025-01;Neutro
39591638;4100;04 01950000676191;05/01/2025;1,99;1;6,38;5;2025-01;Detrator
40095492;4300;04 00900001072641;24/04/2025;6,06;1;6,5;8;2025-04;Neutro
39262943;1000;04 0263000047700102;11/03/2025;6,91;1;27;3;2025-03;Detrator
40251264;4300;04 01040002581871;08/01/2025;2,26;1;15,55;5;2025-01;Detrator
39615922;3000;04 00730003187331;14/03/2025;30,83;2;333,26;7;2025-03;Neutro
39770882;1000;04 0180000090609101;25/04/2025;52,06;1;189,99;10;2025-04;Promotor
40345607;1000;04 0136000027963104;01/03/2025;16,83;1;98,99;4;2025-03;Detrator
40050105;3000;04 02040001307491;10/01/2025;17,81;1;192,51;8;2025-01;Neutro
39407489;3000;04 00150003394961;18/02/2025;3,87;1;41,89;6;2025-02;Detrator
39540963;4600;04 01630000896381;08/02/2025;2,31;1;24,99;8;2025-02;Neutro
40256032;4100;04 01890000330171;10/02/2025;2,54;5;17,03;9;2025-02;Promotor
39453099;1000;04 0208000127445101;21/02/2025;1,02;1;4;5;2025-02;Detrator
40450755;1000;04 0062000156249101;21/03/2025;3,27;1;11,92;10;2025-03;Promotor
40417710;4600;04 00030001006101;09/01/2025;13,05;1;140,99;2;2025-01;Detrator
40301960;1000;04 0200000044192103;13/03/2025;12,49;1;134,99;7;2025-03;Neutro
40445119;2000;04 00140061001191;28/02/2025;7,36;1;19,03;10;2025-02;Promotor
40574786;3000;04 02130001152431;08/03/2025;13,86;1;149,9;6;2025-03;Detrator
40451217;1000;04 0211000025387101;22/02/2025;0;1;11,99;8;2025-02;Neutro
40061992;4300;04 01470000208921;26/01/2025;31,08;2;119,98;1;2025-01;Detrator
40461971;4300;04 01290002469851;13/01/2025;18,7;1;80,89;6;2025-01;Detrator
61000092;2000;04 00140059992181;24/01/2025;41,87;1;207,91;2;2025-01;Detrator
39784471;1000;04 0089000043037101;30/04/2025;1,78;1;7,2;5;2025-04;Detrator
39261523;4600;04 00040001402841;27/01/2025;20,45;1;220,99;7;2025-01;Neutro
39257672;1000;04 0114000022651106;02/03/2025;6,66;1;72;1;2025-03;Detrator
40431569;3000;04 01220001900161;24/04/2025;10,59;1;41,39;9;2025-04;Promotor
39930599;3000;04 01830000871771;18/04/2025;5,54;1;59,9;1;2025-04;Detrator
40362187;4300;04 00880004089591;11/04/2025;29,66;1;47,4;5;2025-04;Detrator
40479421;3000;04 01460002649921;08/01/2025;18,82;1;203,39;9;2025-01;Promotor
40431569;1000;04 0237000051455101;17/03/2025;6,13;1;23,99;5;2025-03;Detrator
40166100;1000;04 0273000027072101;11/01/2025;5,42;1;20,49;1;2025-01;Detrator
39239090;1000;04 0244000023799102;13/02/2025;0,18;1;1,92;6;2025-02;Detrator
40109579;1000;04 0153000040774103;04/02/2025;11,38;1;122,99;7;2025-02;Neutro
39494104;1000;04 0217000071693101;07/01/2025;5,37;1;20,99;5;2025-01;Detrator
40451773;3000;04 02500000953541;07/03/2025;5,62;1;19,79;3;2025-03;Detrator
39919351;3000;04 02100001695961;08/02/2025;1,72;1;6,29;2;2025-02;Detrator
40157507;3000;04 00770003264001;11/04/2025;52,42;1;197,9;6;2025-04;Detrator
39784471;1000;04 0089000043037101;30/04/2025;3,54;2;14,4;5;2025-04;Detrator
40061992;3000;04 01470000266351;13/03/2025;3,21;1;11,69;2;2025-03;Detrator
40229982;4600;04 02180000357141;09/01/2025;1,42;6;15,34;2;2025-01;Detrator
40170821;3000;04 01310000319491;09/01/2025;40,23;2;434,89;6;2025-01;Detrator
39558080;3000;04 02720000081741;23/01/2025;10,97;1;39,39;4;2025-01;Detrator
39623222;1000;04 0280000023320103;17/04/2025;1,72;1;18,49;5;2025-04;Detrator
40394236;3000;04 02500000971401;16/03/2025;0,57;2;6,1;2;2025-03;Detrator
38598802;3000;04 01080005899081;02/03/2025;17,24;1;67,4;2;2025-03;Detrator
40008258;4100;04 00810001994991;12/04/2025;22,58;1;61,69;6;2025-04;Detrator
40431569;1000;04 0122000134853101;29/03/2025;2,05;1;7,99;7;2025-03;Neutro
39113450;4300;04 01180001174981;10/01/2025;11,03;1;80,68;10;2025-01;Promotor
38035140;1000;04 0035000324830101;02/02/2025;18,04;1;194,99;6;2025-02;Detrator
39224669;3000;04 00960005985311;19/01/2025;4,25;5;15,25;3;2025-01;Detrator
39122824;4300;04 00180003612721;14/02/2025;25,69;1;91,75;3;2025-02;Detrator
39223277;1000;04 0122000014046A;07/01/2025;2,63;1;30;6;2025-01;Detrator
39563917;3000;04 01580000997061;18/04/2025;1,24;1;13,49;8;2025-04;Neutro
39656133;4100;04 02340000541481;20/02/2025;12,2;1;131,89;9;2025-02;Promotor
40251264;4300;04 01040002585021;09/01/2025;7,92;2;32,75;7;2025-01;Neutro
39623222;1000;04 0280000031984102;27/01/2025;3,21;1;12,99;5;2025-01;Detrator
39559859;1000;04 0158000059710104;25/03/2025;18,5;1;199,99;1;2025-03;Detrator
40070017;1000;04 0194000159254101;09/03/2025;4,86;1;18,99;3;2025-03;Detrator
38323612;3000;04 02610000331641;07/03/2025;6,39;1;24,99;3;2025-03;Detrator
39409046;1000;04 0172000015779103;17/03/2025;2,81;1;10,99;9;2025-03;Promotor
38740693;3000;04 00730003193771;17/03/2025;1,65;1;17,95;9;2025-03;Promotor
39925720;4300;04 01290002586941;18/03/2025;32,27;1;196,81;10;2025-03;Promotor
39186618;1000;04 0073000166049103;16/01/2025;17,51;1;102,99;5;2025-01;Detrator
39885006;1000;04 0212000010935103;11/03/2025;6,94;1;74,99;3;2025-03;Detrator
40428363;4500;04 00790002685421;30/03/2025;3,45;1;13,49;3;2025-03;Detrator
37835260;1000;04 0204000044774103;31/03/2025;11,7;1;58,5;5;2025-03;Detrator
39326333;4100;04 01940000526701;16/04/2025;24,96;1;97,56;10;2025-04;Promotor
39341731;1000;04 0270000000375202;27/04/2025;2,88;2;11,2;9;2025-04;Promotor
40511297;4600;04 01430001493951;24/03/2025;4,46;1;15,99;3;2025-03;Detrator
39560243;2001;04 00140062493581;23/04/2025;86,63;1;430,11;10;2025-04;Promotor
39924271;1000;04 0077000162089103;22/02/2025;2,22;2;8,38;7;2025-02;Neutro
39102177;1000;04 0148000055213103;15/03/2025;1,62;1;17,49;4;2025-03;Detrator
39299805;4300;04 02310000459451;06/03/2025;30,66;1;238,09;7;2025-03;Neutro
40379044;2000;04 00140060129891;28/01/2025;21,02;1;116,8;7;2025-01;Neutro
39409046;1000;04 0172000023245102;03/04/2025;14,25;1;51,99;3;2025-04;Detrator
39345909;4300;04 01860001690741;15/03/2025;17,09;4;63,46;3;2025-03;Detrator
40447036;1000;04 0160000018645101;08/03/2025;3,71;1;14,49;10;2025-03;Promotor
39185716;4300;04 02110000479721;25/01/2025;3,96;1;22,62;3;2025-01;Detrator
61011922;4600;04 01860001657521;23/02/2025;29,6;1;319,99;4;2025-02;Detrator
39688550;1000;04 0147000027417105;18/03/2025;2,04;4;21,96;10;2025-03;Promotor
39152315;3000;04 01760000298151;16/01/2025;0,2;1;2,13;8;2025-01;Neutro
40403375;4100;04 01240000849411;10/03/2025;57,8;2;225,88;5;2025-03;Detrator
40167876;4300;04 01580000947961;10/03/2025;11,55;1;22,12;4;2025-03;Detrator
40542700;2000;04 00140061304981;10/03/2025;46,69;1;299,27;10;2025-03;Promotor
39253491;3000;04 01450000057071;07/03/2025;0,24;1;2,69;3;2025-03;Detrator
39993893;1000;04 0016000384676201;04/04/2025;2,3;1;8,99;3;2025-04;Detrator
39115798;3000;04 01410001529801;25/04/2025;10,92;1;117,98;4;2025-04;Detrator
40452278;1000;04 0069000402445104;23/04/2025;4,57;1;17,89;10;2025-04;Promotor
39036539;1000;04 0266000028408101;23/03/2025;0,74;1;2,96;3;2025-03;Detrator
39201571;1000;04 0203000015054101;09/03/2025;5,9;3;23,97;9;2025-03;Promotor
39754655;3000;04 02130001073701;25/01/2025;4,61;1;49,9;5;2025-01;Detrator
40311938;3000;04 00650003877121;08/03/2025;6,29;1;67,99;2;2025-03;Detrator
39644227;4300;04 02350001907601;14/03/2025;19,95;2;128,51;1;2025-03;Detrator
36671146;1000;04 0048000259284101;21/04/2025;2,41;1;25,99;4;2025-04;Detrator
40150681;4300;04 01270000567611;11/01/2025;22,46;1;108,58;5;2025-01;Detrator
40170821;3000;04 01310000345121;20/03/2025;20,11;1;217,45;4;2025-03;Detrator
40000691;1000;04 0210000026548101;02/01/2025;0,74;1;7,99;1;2025-01;Detrator
39383670;3000;04 00030001052991;10/03/2025;17;1;183,82;8;2025-03;Neutro
39799172;3000;04 02800000240401;23/04/2025;16,42;1;177,59;5;2025-04;Detrator
39253491;1000;04 0145000001785102;07/02/2025;1,79;1;6,99;5;2025-02;Detrator
40464370;4401;04 00780001773951;24/03/2025;6,77;4;35,64;7;2025-03;Neutro
36259590;3000;04 01970000557661;19/04/2025;0,3;1;3,19;7;2025-04;Neutro
39392243;3000;04 02180000443381;29/04/2025;14,14;1;152,91;5;2025-04;Detrator
40242277;3000;04 02100001897201;12/04/2025;27,47;1;296,9;7;2025-04;Neutro
38740693;1000;04 0073000167164103;24/01/2025;3,99;2;16,2;2;2025-01;Detrator
39190994;4300;04 02070000532051;17/01/2025;24,17;1;162,4;2;2025-01;Detrator
39732418;1000;04 0186000123629101;26/04/2025;9,2;2;35,98;8;2025-04;Neutro
40004851;1000;04 0226000045615106;07/01/2025;25,19;1;114,49;9;2025-01;Promotor
39187529;1000;04 0120000109182104;27/03/2025;3,95;1;15,99;8;2025-03;Neutro
39846187;3000;04 01220001861451;29/03/2025;19,77;1;213,66;9;2025-03;Promotor
40558330;1000;04 0114000209124103;03/04/2025;9,96;1;32,68;4;2025-04;Detrator
39923878;1000;04 0080000087424101;01/02/2025;42,2;1;171;5;2025-02;Detrator
40406362;1000;04 0192000039009103;06/02/2025;14,79;2;59,98;9;2025-02;Promotor
40431569;1000;04 0237000049586101;15/02/2025;1,51;1;16,29;4;2025-02;Detrator
40296102;3000;04 00730003168511;05/03/2025;40,16;1;434,24;2;2025-03;Detrator
40423735;1000;04 0281000002143102;17/03/2025;4,21;2;16,98;5;2025-03;Detrator
40256032;1000;04 0189000013931102;09/03/2025;1,44;6;15,8;9;2025-03;Promotor
39770882;1000;04 0180000021760103;23/04/2025;3,42;1;12,49;8;2025-04;Neutro
40223341;1000;04 01970000017994;28/01/2025;-3,05;-1;-32,99;9;2025-01;Promotor
39191468;1000;04 0004000442592103;17/01/2025;32,37;1;349,99;5;2025-01;Detrator
39276046;1000;04 0062000087255107;23/03/2025;2,22;1;23,99;9;2025-03;Promotor
40557797;4100;04 00530004113571;29/04/2025;18,24;1;197,23;9;2025-04;Promotor
37366333;1000;04 0280000022249103;04/04/2025;42,7;12;172,8;1;2025-04;Detrator
40128871;4100;04 02350001751561;13/01/2025;3,52;6;14,73;3;2025-01;Detrator
40251264;4300;04 01040002581871;08/01/2025;20,92;1;67,85;10;2025-01;Promotor
40574786;3000;04 02130001209521;07/04/2025;25,12;1;125,59;3;2025-04;Detrator
39280791;1000;04 0052000074696A;26/04/2025;0,83;1;9;9;2025-04;Promotor
39571127;1000;04 0093000199685101;13/02/2025;43,01;1;464,99;3;2025-02;Detrator
40474194;1000;04 0010000713706101;01/03/2025;2,52;2;13,98;2;2025-03;Detrator
39297491;3000;04 00410001149451;23/03/2025;0,13;1;0,53;6;2025-03;Detrator
40634219;4100;04 00780001780141;26/03/2025;3,59;9;24,91;9;2025-03;Promotor
39353604;1000;04 0233000039215101;28/02/2025;0,83;1;9;10;2025-02;Promotor
39545177;3000;04 00710001255591;21/04/2025;10,42;1;40,71;1;2025-04;Detrator
39292826;3000;04 02020000948681;08/04/2025;13,22;1;142,95;1;2025-04;Detrator
39257232;3000;04 01040002728651;08/03/2025;11,66;1;125,99;9;2025-03;Promotor
39392581;4100;04 00110005012291;21/01/2025;10,51;1;76,01;6;2025-01;Detrator
40070017;1000;04 0194000021477103;27/02/2025;5,58;1;30,99;8;2025-02;Neutro
39768198;1000;04 0272000015164103;15/03/2025;0;1;6,99;3;2025-03;Detrator
40498736;1000;04 0035000331073101;02/04/2025;0,28;1;3,09;10;2025-04;Promotor
40436440;1000;04 0015000180861103;16/02/2025;1,64;1;5,99;2;2025-02;Detrator
40199840;1000;04 0018000392429201;15/03/2025;6,65;1;25,99;8;2025-03;Neutro
40310641;4300;04 00540002908661;04/01/2025;23,57;1;199,58;6;2025-01;Detrator
40406362;1000;04 0192000003303A;19/03/2025;0;1;0,01;1;2025-03;Detrator
40026338;1000;04 0034000308344201;09/01/2025;24,31;1;94,99;2;2025-01;Detrator
39498404;1000;04 0032000400720102;19/02/2025;3,68;1;14,4;6;2025-02;Detrator
39201102;1000;04 0146000129895102;24/02/2025;10,68;1;38,99;3;2025-02;Detrator
38126208;4300;04 00430002341581;12/01/2025;0,81;1;5,3;9;2025-01;Promotor
39358423;1000;04 0106000183561101;22/04/2025;1,3;1;7,2;7;2025-04;Neutro
40450755;1000;04 0062000159193102;22/02/2025;10,96;1;39,99;9;2025-02;Promotor
40071257;1000;04 0122000131114101;16/02/2025;8,75;1;34,2;6;2025-02;Detrator
39846187;3000;04 01220001759031;16/01/2025;8,72;1;94,27;2;2025-01;Detrator
40275573;4300;04 02760000384151;23/01/2025;14,44;1;18,8;9;2025-01;Promotor
39623994;1000;04 0272000025084102;13/04/2025;5,86;1;19,69;9;2025-04;Promotor
39280791;3000;04 00520003440141;26/04/2025;1,59;1;6,19;6;2025-04;Detrator
39753732;3000;04 00670003588261;11/04/2025;0,27;1;2,87;8;2025-04;Neutro
40256660;1000;04 0266000044485102;28/04/2025;25,17;1;101,99;6;2025-04;Detrator
40423735;1000;04 0281000000743104;04/03/2025;4,43;1;17,99;7;2025-03;Neutro
40172677;4300;04 00500002780101;30/01/2025;12,73;1;137,7;6;2025-01;Detrator
40167614;1000;04 0260000007098102;03/03/2025;4,22;1;15,99;6;2025-03;Detrator
39124576;3000;04 01720001467551;14/03/2025;41,42;1;161,91;9;2025-03;Promotor
39262943;3000;04 02630000471681;01/02/2025;1,51;6;16,36;7;2025-02;Neutro
39762608;1000;04 0109000115865104;12/01/2025;4,07;1;18,49;1;2025-01;Detrator
39958384;1000;04 0088000074289102;26/03/2025;51,25;1;183,99;5;2025-03;Detrator
39157577;1000;04 0211000013120102;21/01/2025;0,32;1;3,39;10;2025-01;Promotor
40055840;4600;04 01830000852301;30/03/2025;16,37;1;176,99;6;2025-03;Detrator
40413973;1000;04 0213000042087102;09/02/2025;2,11;1;7,19;5;2025-02;Detrator
39709492;1000;04 0132000011760103;08/02/2025;8,96;1;36,29;8;2025-02;Neutro
38728323;1000;04 0132000028818101;06/03/2025;21,22;1;85,99;4;2025-03;Detrator
39655845;1000;04 0031000320067106;05/03/2025;13,86;1;76,99;3;2025-03;Detrator
39828691;1000;04 0102000112634103;19/04/2025;47,07;1;169;2;2025-04;Detrator
37922101;1000;04 0207000039630102;26/02/2025;0,86;1;9,29;8;2025-02;Neutro
39857371;1000;04 0280000030891102;13/01/2025;14,06;1;151,99;7;2025-01;Neutro
40361102;1000;04 0255000027659101;20/04/2025;4,11;1;14,99;5;2025-04;Detrator
39906265;1000;04 0118000007830103;03/03/2025;1,83;1;19,8;5;2025-03;Detrator
39395552;3000;04 01290002659421;30/04/2025;1,86;1;6,38;3;2025-04;Detrator
39185716;4300;04 02110000552661;31/03/2025;8,48;1;41,35;8;2025-03;Neutro
39261458;4300;04 01630000912581;28/02/2025;21,51;1;64,32;6;2025-02;Detrator
39890561;4300;04 01040002663301;11/02/2025;20,08;1;123,22;5;2025-02;Detrator
39691435;4300;04 01550000929571;06/04/2025;19,18;3;95,41;1;2025-04;Detrator
39244927;4300;04 00100002314771;18/01/2025;27,46;1;113,89;6;2025-01;Detrator
